id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
313,word,Ereignis,notable happening or occurrence,event / occurrence,Alle Zeitungen haben über diese Ereignisse berichtet. / Das Konzert war ein großes Ereignis.,All newspapers reported on these events. / The concert was a big event.,B1,noun,3,medium,,,,,standard,,,"news;media",neuter,-se,Ereignisses,false,false,,,,ein historisches Ereignis,"Geschehnis; Vorfall",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
314,word,sich ereignen,take place or come to pass,to occur / to happen,Der Unfall ereignete sich am frühen Morgen.,The accident occurred in the early morning.,B1,verb,3,medium,,,,,standard,,,"news;traffic",,,,,true,false,haben,ereignet sich,ereignete sich,ereignet,refl,ein Unglück ereignet sich,"geschehen; vorfallen; passieren",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
315,word,erfahren,gain information / undergo life experience,to learn / to find out / to experience,Wann erfahren wir das Ergebnis der Prüfung?,When do we find out the result of the examination?,B1,verb,4,high,,,,,standard,,,"education;cognition",,,,,false,false,haben,erfährt,erfuhr,erfahren,"acc, von + dat, über + acc",Neuigkeiten erfahren,"in Erfahrung bringen; mitbekommen",verheimlichen,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
316,word,erfinden,create or design something entirely new,to invent,Das Rad wurde vor ca. 6000 Jahren erfunden.,The wheel was invented about 6000 years ago.,B1,verb,3,medium,,,,,standard,,,"history;science",,,,,false,false,haben,erfindet,erfand,erfunden,acc,eine Maschine erfinden,"ersinnen; kreieren",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
317,word,Erfindung,newly created device,idea,"or method, invention, Die Erfindung des Buchdrucks war sehr wichtig für die Menschen.",The invention of book printing was very important for mankind.,B1,noun,3,medium,,,,,standard,,,"history;technology",feminine,-en,Erfindung,false,false,,,,eine bahnbrechende Erfindung,"Neuerung; Entdeckung",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
318,word,Erfolg,favorable outcome or triumph,success,Der Film war ein großer Erfolg. / Ich wünsche Ihnen viel Erfolg bei der Prüfung.,The film was a big success. / I wish you great success in the exam.,B1,noun,4,high,,,,,standard,,,"work;education",masculine,-e,Erfolgs,false,false,,,,"viel Erfolg wünschen; Erfolg haben","Triumph; Gelingen","Misserfolg; Scheitern",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
319,word,erfolgreich,achieving desired positive aims,successful,Mein Großvater war ein erfolgreicher Geschäftsmann.,My grandfather was a successful businessman.,B1,adjective,4,high,,,,,standard,,,"work;evaluation",adjective,,,,false,false,,,,erfolgreich abschließen,"gelungen; siegreich",erfolglos,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
320,word,erforderlich,strictly necessary according to rule/task,required / necessary,"Hier ist die Liste der erforderlichen Zutaten für den Kuchen. / Es ist erforderlich, dass man den Pass persönlich abholt.",Here is the list of required ingredients for the cake. / It is required that one collects the passport in person.,B1,adjective,3,medium,,,,,standard,,,"rules;official",adjective,,,,false,false,,,,erforderlich sein,"notwendig; unverzichtbar",überflüssig,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
321,word,erfordern,make necessary as requirement,to require / to demand,Dieser Job erfordert viel Kraft.,This job requires a lot of strength.,B1,verb,3,medium,,,,,standard,,,"work;effort",,,,,false,false,haben,erfordert,erforderte,erfordert,acc,Geduld erfordern,"brauchen; abverlangen; voraussetzen",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
322,word,erfüllen,execute obligations / satisfy desire,to fulfill / to satisfy / to meet,Sie müssen den Vertrag in allen Punkten erfüllen. / Wir erfüllen Ihnen jeden Wunsch.,You must fulfill the contract in all points. / We will fulfill your every wish.,B1,verb,3,medium,,,,,standard,,,"work;agreements",,,,,false,false,haben,erfüllt,erfüllte,erfüllt,"acc, dat",einen Wunsch/Vertrag erfüllen,"nachkommen; realisieren",vernachlässigen,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
323,word,erhalten,receive goods/mail / preserve state,to receive / to obtain / to preserve,Ihr Schreiben vom 3. Januar haben wir erhalten.,We received your letter of January 3rd.,B1,verb,4,high,,,,,standard,,,"official;communication",,,,,false,false,haben,erhält,erhielt,erhalten,acc,"einen Brief erhalten; gesund erhalten","bekommen; kriegen; bewahren",verlieren,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
324,word,erhöhen,make higher in amount,rate,"or price, to raise / to increase, Die Regierung wird sicher bald wieder die Steuern erhöhen. / Die Zahl der Unfälle hat sich stark erhöht.",The government will certainly raise taxes again soon. / The number of accidents has increased sharply.,B1,verb,4,high,,,,,standard,,,"finance;statistics",,,,,true,false,haben,erhöht,erhöhte,erhöht,"acc, refl","die Preise erhöhen; sich erhöhen","steigern; anheben","senken; verringern",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
325,word,Erhöhung,upward adjustment in rate or wage,increase / raise,Wir streiken für eine Lohnerhöhung.,We are striking for a wage increase.,B1,noun,3,medium,,,,,standard,,,"work;finance",feminine,-en,Erhöhung,false,false,,,,eine Gehaltserhöhung fordern,"Anhebung; Steigerung",Senkung,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
326,word,sich erholen,regain health or rest from work,to recover / to recuperate / to relax,Im Urlaub habe ich mich sehr gut erholt. / Er hat sich nach dem Unfall sehr schnell wieder erholt.,During vacation I recuperated very well. / He recovered very quickly after the accident.,B1,verb,4,high,,,,,standard,,,"health;travel",,,,,true,false,haben,erholt sich,erholte sich,erholt,"refl, von + dat",sich vom Stress erholen,"genesen; ausruhen",erkranken,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
327,word,Erholung,period of rest returning energy,rest / recreation / recovery,Ich habe zu viel gearbeitet. Jetzt brauche ich etwas Erholung.,I have worked too much. Now I need some rest.,B1,noun,3,medium,,,,,standard,,,"health;leisure",feminine,-,Erholung,false,false,,,,"Erholung finden; Erholung brauchen","Entspannung; Rast; Genesung",Überarbeitung,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
328,word,Erinnerung,retrieved past memory or commemorative souvenir,memory / recollection,An diese Zeit habe ich viele schöne Erinnerungen.,I have many fond memories of that time.,B1,noun,4,high,,,,,standard,,,"memory;personal",feminine,-en,Erinnerung,false,false,,,,in guter Erinnerung behalten,"Gedächtnis; Rückblick",Vergessen,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
329,word,sich erkälten,contract an upper respiratory tract infection,to catch a cold,Der Junge hat sich beim Baden erkältet.,The boy caught a cold while swimming.,B1,verb,3,medium,,,,,standard,,,"health;medicine",,,,,true,false,haben,erkältet sich,erkältete sich,erkältet,refl,sich schwer erkälten,sich verkühlen,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
330,word,erkältet,suffering from a common cold,having a cold,Ich bin stark erkältet.,I have a bad cold.,B1,adjective,3,medium,,,,,standard,,,"health;medicine",adjective,,,,false,false,,,,schwer erkältet sein,"verschnupft; verkühlt",gesund,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
331,word,Erkältung,upper respiratory viral illness,cold (illness),Du hast eine schlimme Erkältung!,You have a bad cold!,B1,noun,3,medium,,,,,standard,,,"health;medicine",feminine,-en,Erkältung,false,false,,,,eine Erkältung auskurieren,"Verkühlung; Schnupfen; Grippe",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
332,word,erkennen,identify something familiar / realize truth,to recognize / to realize,"Ich habe Roberto gleich an seiner Stimme erkannt. / Auf dem Foto kann man kaum etwas erkennen. / Ich habe erkannt, dass es ein Fehler war, den Kurs nicht fertigzumachen.",I recognized Roberto immediately by his voice. / On the photograph one can hardly recognize anything. / I realized that it was a mistake not to finish the course.,B1,verb,4,high,,,,,standard,,,"perception;cognition",,,,,false,false,haben,erkennt,erkannte,erkannt,"acc, an + dat, dass-clause","an der Stimme erkennen; einen Fehler erkennen","wiedererkennen; begreifen; wahrnehmen","verkennen; übersehen",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
333,word,Erklärung,elucidation of facts / formal statement,explanation / declaration,Hast du schon die Steuererklärung gemacht? / Die Erklärung der Lehrerin ist besser als die Erklärung im Buch.,Have you done your tax return yet? / The teacher's explanation is better than the explanation in the book.,B1,noun,4,high,,,,,standard,,,"education;official",feminine,-en,Erklärung,false,false,,,,"eine Steuererklärung abgeben; Erklärung geben","Erläuterung; Deklaration",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
334,word,sich erkundigen,seek information about matter,to inquire,"Ich möchte mich erkundigen; wie es Ihnen geht.",I would like to inquire how you are doing.,B1,verb,3,medium,,,,,standard,,,"communication;courtesy",,,,,true,false,haben,erkundigt sich,erkundigte sich,erkundigt,"refl, nach + dat, über + acc",sich nach dem Weg erkundigen,"nachfragen; informieren",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
335,word,erleben,encounter or live through events personally,to experience,In unserem Urlaub haben wir viel Schönes erlebt.,During our vacation we experienced many wonderful things.,B1,verb,4,high,,,,,standard,,,"travel;life",,,,,false,false,haben,erlebt,erlebte,erlebt,acc,ein Abenteuer erleben,"durchleben; mitmachen",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
336,word,Erlebnis,memorable occurrence lived through personally,experience / event,Die Reise war ein tolles Erlebnis.,The journey was a great experience.,B1,noun,4,high,,,,,standard,,,"travel;narrative",neuter,-se,Erlebnisses,false,false,,,,ein unvergessliches Erlebnis,"Begebenheit; Ereignis",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
337,word,erledigen,complete a task or business matter,to take care of / to settle,Diese zwei Pakete müssen zur Post. Könntest du das für mich erledigen?,These two packages need to go to the post office. Could you take care of that for me?,B1,verb,4,high,,,,,standard,,,"work;routine",,,,,false,false,haben,erledigt,erledigte,erledigt,acc,"die Post erledigen; Einkäufe erledigen","fertigstellen; ausführen; besorgen",aufschieben,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
338,word,erleichtern,make an effort easier / feel relief,to relieve / to make easier,"Ich bin erleichtert, dass alles so gut geklappt hat. / Das Internet erleichtert mir die Arbeit sehr.",I am relieved that everything worked out so well. / The internet makes my work much easier.,B1,verb,3,medium,,,,,standard,,,"emotions;work",,,,,false,false,haben,erleichtert,erleichterte,erleichtert,acc,"die Arbeit erleichtern; erleichtert sein","vereinfachen; beruhigen","erschweren; belasten",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
339,word,ernähren,supply with bodily food / feed family,to nourish / to feed / to sustain,"Wie ernähre ich mich richtig? / Meine Eltern müssen beide arbeiten, um die Familie zu ernähren.",How do I eat properly? / Both my parents have to work in order to feed the family.,B1,verb,3,medium,,,,,standard,,,"food;family",,,,,true,false,haben,ernährt,ernährte,ernährt,"acc, refl, von + dat","sich gesund ernähren; die Familie ernähren","versorgen; durchbringen",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
340,word,Ernährung,food intake and bodily nourishment,nutrition / diet,Ich finde eine gesunde Ernährung wichtig.,I consider healthy nutrition important.,B1,noun,4,high,,,,,standard,,,"health;food",feminine,-,Ernährung,false,false,,,,gesunde/ausgewogene Ernährung,"Kost; Verpflegung",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
341,word,ernst,grave / solemn / requiring sincere concern,serious / grave,Der starke Verkehr ist ein ernstes Problem.,Heavy traffic is a serious problem.,B1,adjective,4,high,,,,,standard,,,"problem;attitude",adjective,,,,false,false,,,,"ein ernstes Gesicht; eine ernste Lage","gravierend; seriös; bedeutend","lustig; heiter",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
342,word,ernsthaft,sincere and genuine without frivolity,serious / seriously,"Ich überlege ernsthaft, ob ich in eine andere Stadt ziehen soll.",I am seriously considering whether I should move to another city.,B1,adjective,3,medium,,,,,standard,,,"decision;personality",adjective,,,,false,false,,,,ernsthaft nachdenken,"aufrichtig; gewissenhaft",leichtfertig,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
343,word,Ernte,gathering of agricultural crops or the yield,harvest / crop,Die Ernte ist dieses Jahr gut.,The harvest is good this year.,B1,noun,3,medium,,,,,standard,,,"agriculture;food",feminine,-n,Ernte,false,false,,,,die Ernte einbringen,"Ertrag; Feldfrüchte",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
344,word,eröffnen,open business/account or begin event,to open / to inaugurate,Mein Nachbar hat letzten Monat ein Geschäft eröffnet. / Ich möchte ein Konto eröffnen.,My neighbor opened a shop last month. / I would like to open a bank account.,B1,verb,4,high,,,,,standard,,,"business;banking",,,,,false,false,haben,eröffnet,eröffnete,eröffnet,acc,ein Konto/Geschäft eröffnen,"aufmachen; einweihen","schließen; auflösen",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
345,word,Eröffnung,commencement or inaugural event,opening / inauguration,Die Eröffnung der neuen Oper ist am 1. Juni.,The opening of the new opera is on June 1st.,B1,noun,3,medium,,,,,standard,,,"culture;events",feminine,-en,Eröffnung,false,false,,,,zur Eröffnung einladen,"Einweihung; Beginn",Schließung,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
346,word,erschöpft,severely fatigued and lacking energy,exhausted,Nach dem Sport bin ich immer sehr erschöpft.,After sports I am always very exhausted.,B1,adjective,3,medium,,,,,standard,,,"health;sports",adjective,,,,false,false,,,,völlig erschöpft sein,"ausgelaugt; entkräftet","ausgeruht; munter",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
347,word,erschrecken,be startled / cause someone to feel shock,to be startled / to frighten / to scare,Du hast richtig krank ausgesehen. Ich war ganz erschrocken. / Hast du mich aber erschreckt! / Entschuldigung. Ich wollte Sie nicht erschrecken.,You looked really ill. I was quite alarmed. / You really startled me! / Excuse me. I didn't mean to scare you.,B1,verb,3,medium,,,,,standard,,,"emotions;reactions",,,,,false,false,haben / sein,erschrickt / erschreckt,erschrak / erschreckte,erschrocken / erschreckt,"acc / intr, über + acc",zu Tode erschrecken,"ängstigen; verblüffen",beruhigen,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
348,word,ersetzen,take the place of / compensate cost,to replace / to compensate / to substitute,Wir ersetzen Ihnen die Kosten. / Peter ist krank. Jemand muss ihn ersetzen.,We will reimburse your costs. / Peter is ill. Someone has to substitute for him.,B1,verb,3,medium,,,,,standard,,,"work;finance",,,,,false,false,haben,ersetzt,ersetzte,ersetzt,"acc, dat","Kosten ersetzen; einen Kollegen ersetzen","austauschen; erstatten; vertreten",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
349,word,Ersatz,substitute item or replacement part,replacement / substitute,Sie bekommen von unserer Firma einen Ersatz für das kaputte Gerät.,You will receive a replacement from our company for the broken device.,B1,noun,3,medium,,,,,standard,,,"service;shopping",masculine,-,Ersatzes,false,false,,,,Ersatz leisten/bekommen,"Austausch; Ausgleich; Surrogat",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
350,word,erstellen,produce or draft systematically,to create / to generate / to draw up,"Erstellen Sie bitte eine Liste mit allen Informationen; die Sie brauchen.",Please compile a list with all the information that you need.,B1,verb,3,medium,,,,,standard,,,"office;tasks",,,,,false,false,haben,erstellt,erstellte,erstellt,acc,einen Plan/eine Liste erstellen,"anfertigen; erarbeiten; verfassen",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
351,word,erwachsen,having reached physical and legal maturity,grown-up / adult,Die Kinder sind schon fast erwachsen. / Wir haben zwei erwachsene Töchter.,The children are almost grown up. / We have two adult daughters.,B1,adjective,4,high,,,,,standard,,,"age;family",adjective,,,,false,false,,,,erwachsen werden,"volljährig; reif","minderjährig; kindlich",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
352,word,erwarten,look forward to or anticipate arrival,to expect / to await,"Ich erwarte einen Anruf aus Berlin. / Frau Müller erwartet ein Kind. / Wir hatten nichts anderes erwartet. / Ich kann es gar nicht erwarten, euch wieder zu sehen.",I am expecting a phone call from Berlin. / Ms. Müller is expecting a baby. / We had expected nothing else. / I can hardly wait to see you again.,B1,verb,4,high,,,,,standard,,,"future;cognition",,,,,false,false,haben,erwartet,erwartete,erwartet,acc,"Besuch erwarten; ein Kind erwarten","voraussehen; harren",befürchten,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
353,word,Erzählung,literary story or narrative prose,story / short tale / narrative,Diese Erzählung ist sehr berühmt. Du musst sie lesen.,This short story is very famous. You must read it.,B1,noun,3,medium,,,,,standard,,,"literature;reading",feminine,-en,Erzählung,false,false,,,,eine Erzählung lesen/schreiben,"Geschichte; Novelle; Schilderung",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
354,word,erziehen,bring up and educate a child,to raise / to bring up / to educate,Kinder zu erziehen ist nicht leicht.,Raising children is not easy.,B1,verb,3,medium,,,,,standard,,,"family;education",,,,,false,false,haben,erzieht,erzog,erzogen,acc,Kinder streng erziehen,"großziehen; bilden; schulen",,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
355,word,Erziehung,rearing and moral training of children,upbringing / education,Heute kümmern sich auch viele Väter um die Erziehung der Kinder.,Nowadays many fathers also attend to the upbringing of the children.,B1,noun,3,medium,,,,,standard,,,"family;education",feminine,-,Erziehung,false,false,,,,"strenge Erziehung; Kindererziehung","Bildung; Sozialisation",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
356,word,Essig,sour fermented condiment liquid,vinegar,Am Salat fehlt noch etwas Essig.,The salad is still missing a little vinegar.,B1,noun,3,medium,,,,,standard,,,"food;cooking",masculine,-e,Essigs,false,false,,,,Öl und Essig,Würze,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
357,word,Etage,level of building above ground (German/Swiss),floor / storey,"Das Büro ist in der 3. Etage, Zimmer 305.","The office is on the 3rd floor; Room 305.",B1,noun,4,high,,"D; CH",,standard,"DACH: D; A=Stock","housing;buildings",feminine,-n,Etage,false,false,,,,in der oberen Etage,"Stockwerk; Stock; Geschoss",,,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
358,word,etwa,approximately / modal question particle,approximately / about / perchance,Von hier sind es etwa zwanzig Kilometer. / Von zu Hause brauche ich etwa 10 Minuten bis zur Arbeit. / Du bist doch nicht etwa krank?,"From here it is approximately twenty kilometers. / From home I need about 10 minutes to work. / You aren't ill by any chance; are you?",B1,adverb,5,very high,,,,,standard,,,"degree;numbers;particle",adverb,,,,false,false,,,,"etwa so viel; nicht etwa","ungefähr; zirka; rund",genau,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
359,word,etwas,unspecified thing or minor degree,something / a little / anything,Ich muss dir etwas erzählen. / Ich habe nur Tee. Etwas anderes kann ich Ihnen leider nicht anbieten. / Haben Sie etwas zum Schreiben? / Wollen wir mit dem Nachtisch noch etwas warten? / So etwas habe ich noch nie gehört. / Ich habe etwas Gutes für dich gekocht.,I have to tell you something. / I only have tea. Unfortunately I cannot offer you anything else. / Do you have something to write with? / Shall we wait a little with dessert? / I have never heard such a thing. / I cooked something nice for you.,B1,pronoun,5,very high,,,,,standard,,,"quantifier;pronoun",,,,false,false,,,,"etwas anderes; so etwas","ein wenig; ein bisschen",nichts,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
360,word,eventuell,contingent upon circumstances,possible / possibly / perhaps,Ich komme eventuell etwas später.,I might possibly come a little later.,B1,adverb,3,medium,,,,,standard,,,possibility,adverb,,,,false,false,,,,eventuell möglich sein,"vielleicht; möglicherweise","sicher; gewiss",eventually (means 'schließlich / am Ende'),,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
361,word,ewig,lasting forever or seemingly endless,eternal / forever,Ich warte schon ewig auf mein neues Auto!,I have been waiting forever for my new car!,B1,adjective,3,medium,,,,,standard,,,"time;emphasis",adjective,,,,false,false,,,,"ewig dauern; auf ewig","endlos; unendlich","kurz; vergänglich",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
362,word,Experte,person with extensive specialized skill,expert / specialist,Ich verstehe ein bisschen was von Computern. Aber ich bin kein Experte.,I understand a little bit about computers. But I am not an expert.,B1,noun,3,medium,,,,,standard,,,"knowledge;work",masculine,-n,Experten,false,false,,,,ein Experte auf dem Gebiet,"Fachmann; Spezialist","Laie; Amateur",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
363,word,Expertin,female person with extensive specialized skill,expert / specialist (female),Sie ist eine Expertin für Steuerfragen.,She is an expert on tax issues.,B1,noun,3,medium,,,,,standard,,,"knowledge;work",feminine,-nen,Expertin,false,false,,,,"Fachfrau; Spezialistin",Laiin,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
364,word,Export,sending of goods to foreign nations,export,"Hier ist die Firma Schulz, Import und Export. / Sonja arbeitet in der Exportabteilung.","This is the company Schulz; Import and Export. / Sonja works in the export department.",B1,noun,3,medium,,,,,standard,,,"trade;economy",masculine,-e,Exports,false,false,,,,"Export und Import; Exportabteilung",Ausfuhr,"Import; Einfuhr",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
365,word,extra,separated / specially intended for,extra / specially / separately,Die Getränke kosten extra. / Warum sind Sie nicht gekommen? Ich habe extra auf Sie gewartet.,The beverages cost extra. / Why didn't you come? I waited specially for you.,B1,adverb,4,high,,,,,standard,,,"finance;intention",adverb,,,,false,false,,,,"extra kosten; extra machen","gesondert; eigens; speziell",inklusiv,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
366,word,extrem,reaching the highest degree or boundary,extreme / extremely,Die Prüfung war extrem schwer.,The exam was extremely difficult.,B1,adjective,3,medium,,,,,standard,,,"degree;emphasis",adjective,,,,false,false,,,,extrem anstrengend,"äußerst; radikal","moderat; gemäßigt",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
367,word,Fabrik,industrial plant producing goods,factory / manufacturing plant,Ich arbeite in einer Autofabrik.,I work in a car factory.,B1,noun,3,medium,,,,,standard,,,"industry;work",feminine,-en,Fabrik,false,false,,,,in der Fabrik arbeiten,"Werk; Produktionsstätte",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
368,word,Fachmann,qualified professional or expert,specialist / expert,Meine Schwester ist Fachfrau auf diesem Gebiet.,My sister is a specialist in this field.,B1,noun,3,medium,,,,,standard,,,"jobs;work",masculine,Fachleute,Fachmanns,false,false,,,,einen Fachmann zu Rate ziehen,"Experte; Spezialist",Laie,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
369,word,Fachfrau,female qualified professional or expert,specialist / expert (female),Meine Schwester ist Computerfachfrau.,My sister is a computer specialist.,B1,noun,3,medium,,,,,standard,,,"jobs;work",feminine,-en,Fachfrau,false,false,,,,"Expertin; Spezialistin",Laiin,,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
370,word,Fachleute,group of qualified professionals,experts / specialists,Die suchen Fachleute für dieses Computerprogramm.,They are looking for experts for this computer program.,B1,noun,3,medium,Plural of Fachmann/Fachfrau,,,,standard,,,"jobs;work",feminine,Fachleute,Fachleute,false,false,,,,gefragte Fachleute,"Experten; Profis",Laien,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
371,word,Fähigkeit,innate aptitude or learned competence,ability / skill / capacity,"In seiner Position braucht man die Fähigkeit, andere zu überzeugen. / Ich glaube, sie hat die Fähigkeit dazu.",In his position one needs the ability to convince others. / I believe she has the capacity for that.,B1,noun,3,medium,,,,,standard,,,"personality;work",feminine,-en,Fähigkeit,false,false,,,,"die Fähigkeit besitzen; handwerkliche Fähigkeiten","Können; Kompetenz; Talent",Unfähigkeit,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
372,word,Fähre,boat conveying passengers and cars across water,ferry,Wir nehmen die Fähre über den Bodensee.,We are taking the ferry across Lake Constance.,B1,noun,3,medium,,,,,standard,,,"transit;water",feminine,-n,Fähre,false,false,,,,mit der Fähre übersetzen,"Fährschiff; Fährboot",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
373,word,Fahrbahn,paved lane or carriageway for traffic,roadway / carriageway,Fahren Sie bitte vorsichtig. Es sind Kühe auf der Fahrbahn.,Please drive carefully. There are cows on the roadway.,B1,noun,3,medium,,,,,standard,,,"traffic;safety",feminine,-en,Fahrbahn,false,false,,,,auf die Fahrbahn geraten,"Fahrstreifen; Fahrspur; Straße","Gehsteig; Bürgersteig",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
374,word,Fahrzeug,any motorized or non-motorized transport machine,vehicle,Wem gehört das Fahrzeug?,To whom does the vehicle belong?,B1,noun,4,high,,,,,standard,,,"traffic;transit",neuter,-e,Fahrzeugs,false,false,,,,ein Fahrzeug führen/abstellen,"Gefährt; Wagen; Kraftfahrzeug",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
375,word,fair,just and adhering strictly to equitable rules,fair / sporty,"Ich finde, unsere Mannschaft hat sehr fair gespielt.",I think our team played very fairly.,B1,adjective,3,medium,,,,,standard,,,"sports;ethics",adjective,,,,false,false,,,,"ein faires Spiel; fair behandeln","gerecht; anständig","unfair; parteiisch",,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
376,word,Faktor,contributing circumstance influencing result,factor,Die Creme hat einen hohen Sonnenschutzfaktor.,The lotion has a high sun protection factor.,B1,noun,3,medium,,,,,standard,,,"science;analysis",masculine,-en,Faktors,false,false,,,,ein entscheidender Faktor,"Element; Einflussgröße; Moment",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
377,word,Fall,instance or actual legal/medical scenario,case / scenario / event,"Was würden Sie in diesem Fall tun? / Rufen Sie auf jeden Fall vorher noch einmal an. / Für den Fall, dass meine Mutter aus dem Krankenhaus kommt, bleibe ich zu Hause.",What would you do in this case? / In any case call once more beforehand. / In the event that my mother leaves the hospital I will stay home.,B1,noun,5,very high,,,,,standard,,,"logic;legal;general",masculine,Fälle,Falles,false,false,,,,"auf jeden Fall; auf keinen Fall; im Fall von","Szenario; Begebenheit; Kasus",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
378,word,fällig,due to be discharged or paid,due / payable,Die Rechnung ist Ende des Monats fällig.,The bill is due at the end of the month.,B1,adjective,3,medium,,,,,standard,,,"finance;deadlines",adjective,,,,false,false,,,,fällig werden,"zahlbar; geschuldet",,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
379,word,falls,conditional subordinating conjunction,in case / if,"Falls es regnet, machen wir kein Picknick.",In case it rains we will not have a picnic.,B1,conjunction,4,high,,,,,standard,,,"logic;grammar",,,,false,false,,,,falls nicht,"wenn; im Falle dass",,,,,Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
380,word,fangen,seize or intercept a moving prey or ball,to catch,Das Kind hat den Ball gefangen. / Unsere Katze hat eine Maus gefangen.,The child caught the ball. / Our cat caught a mouse.,B1,verb,4,high,,,,,standard,,,"sports;animals",,,,,false,false,haben,fängt,fing,gefangen,acc,einen Ball/Fisch fangen,"greifen; schnappen","loslassen; verfehlen",Goethe-Zertifikat B1 Wortliste,https://www.goethe.de,draft
