id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
196,word,Dezember,twelfth and last month of the calendar year,December,Im Dezember feiern wir Weihnachten.,In December we celebrate Christmas.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,235,standard,DACH,"time;calendar","noun;calendar",masculine,Dezember,Dezembers,FALSE,FALSE,,,,,,none,"im Dezember; Ende Dezember",Wintermonat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
197,word,dich,accusative form of personal pronoun du,you (accusative),Die Blumen sind für dich.,The flowers are for you.,A1,pronoun,5,very high,Core direct object personal pronoun,curator,2026-03-28,66,standard,DACH,personal,"pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"für dich; ohne dich; ich liebe dich",deine Person,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
198,word,Dienstag,second day of the week,Tuesday,Meine Schwester kommt am Dienstag.,My sister is coming on Tuesday.,A1,noun,5,very high,Core calendar weekday noun,curator,2026-03-28,170,standard,DACH,"time;calendar","noun;calendar",masculine,Dienstage,Dienstags,FALSE,FALSE,,,,,,none,"am Dienstag; nächsten Dienstag",Wochentag,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
199,word,Dienstleistung,commercial transaction providing intangible service/labor,service,Die Post bietet viele Dienstleistungen an.,The post office offers many services.,A1,noun,4,high,Commercial service and public administration noun,curator,2026-03-28,390,standard,DACH,"services;business","noun;services",feminine,Dienstleistungen,Dienstleistung,FALSE,FALSE,,,,,,none,"eine Dienstleistung anbieten; im Bereich Dienstleistungen","Kundendienst; Serviceleistung; Leistung","Ware; Produkt",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
200,word,dies-,indicating a specific entity close at hand,"this; this one; these",Ich nehme lieber diesen Kuchen.,I prefer taking this cake.,A1,pronoun,5,very high,Core proximal demonstrative pronoun,curator,2026-03-28,26,standard,DACH,general,"pronoun;demonstrative;;",,,FALSE,FALSE,,,,,,none,"dieses Jahr; dieser Mann; diese Woche","der da; jener",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
201,word,dir,dative form of personal pronoun du,"you (dative); to you",Gefallen dir die Blumen?,Do you like the flowers?,A1,pronoun,5,very high,Core indirect object personal pronoun,curator,2026-03-28,52,standard,DACH,personal,"pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"wie geht es dir; gehört das dir",deiner Person,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
202,word,Disco,nightclub or dance club with music and lighting,"disco; dance club",Heute abend gehen wir in die Disco tanzen.,Tonight we are going to the disco to dance.,A1,noun,3,medium,Youth leisure and nightlife term,curator,2026-03-28,950,standard,DACH,"leisure;entertainment","noun;leisure",feminine,Discos,Disco,FALSE,FALSE,,,,,,none,"in die Disco gehen; Diskothek","Club; Tanzlokal",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
203,word,Doktor,medical doctor or holder of an academic degree,"doctor; physician",Meine Tochter ist krank. Wir gehen zum Doktor.,My daughter is sick. We are going to the doctor.,A1,noun,4,high,Health services and medical noun,curator,2026-03-28,360,standard,DACH,"health;professions","noun;health",masculine,Doktoren,Doktors,FALSE,FALSE,,,,,,none,"zum Doktor gehen; Herr Doktor","Arzt; Mediziner",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
204,word,Donnerstag,fourth day of the week,Thursday,Wir treffen uns am Donnerstag um 18 Uhr.,We meet on Thursday at 18:00.,A1,noun,5,very high,Core calendar weekday noun,curator,2026-03-28,180,standard,DACH,"time;calendar","noun;calendar",masculine,Donnerstage,Donnerstags,FALSE,FALSE,,,,,,none,"am Donnerstag; bis Donnerstag",Wochentag,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
205,word,Doppelzimmer,hotel guest room arranged with a double bed or two beds,double room,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,Do you want a double room or a single room?,A1,noun,4,high,Accommodation and travel booking noun,curator,2026-03-28,920,standard,DACH,"travel;lodging","noun;lodging",neuter,Doppelzimmer,Doppelzimmers,FALSE,FALSE,,,,,,none,"ein Doppelzimmer buchen; Doppelzimmer mit Bad",Zweibettzimmer,Einzelzimmer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
206,word,Dorf,small rural community distinctly smaller than a town,village,Meine Familie lebt in einem Dorf.,My family lives in a village.,A1,noun,4,high,Geographical living environment noun,curator,2026-03-28,390,standard,DACH,"housing;geography","noun;settlement",neuter,Dörfer,Dorfes,FALSE,FALSE,,,,,,none,"auf dem Dorf wohnen; kleines Dorf","Gemeinde; Ortschaft","Stadt; Metropole",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
207,word,"dort, her, hin",specifying location away from speaker or motion towards/away,"there; here; there (direction)",Deine Tasche kannst du dorthin stellen. / Dort ist unser Haus.,You can put your bag over there. / Over there is our house.,A1,adverb,5,very high,Core spatial deictic and directional adverbs,curator,2026-03-28,45,standard,DACH,"spatial;orientation","adverb;;",,,FALSE,FALSE,,,,,,none,"dort drüben; dorthin gehen; hierher kommen",da,hier,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
208,word,draußen,in the open air exterior to an enclosed building,"outside; outdoors",Wollen wir draußen sitzen?,Shall we sit outside?,A1,adverb,4,high,Environmental spatial adverb,curator,2026-03-28,290,standard,DACH,"spatial;daily life","adverb;;",,,FALSE,FALSE,,,,,,none,"draußen bleiben; nach draußen gehen","im Freien; vor der Tür",drinnen,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
209,word,drei,cardinal number following two and preceding four,three,Wir brauchen noch drei Gläser.,We still need three glasses.,A1,numeral,5,very high,Fundamental cardinal number,curator,2026-03-28,40,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"drei Tage; alle drei",Trio,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
210,word,dreißig,cardinal number equal to three tens,thirty,Heute haben wir dreißig Grad.,Today we have thirty degrees.,A1,numeral,4,high,Core cardinal ten-unit,curator,2026-03-28,120,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"dreißig Grad; dreißig Minuten",Dreißigstel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
211,word,dreizehn,cardinal number following twelve and preceding fourteen,thirteen,Dreizehn Uhr siebzehn.,13:17.,A1,numeral,4,high,Cardinal number,curator,2026-03-28,210,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"dreizehn Uhr; dreizehn Gäste",Dreizehntel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
212,word,dritt-,coming next after the second in order,third,Gehen Sie bitte zum Schalter drei!,Please go to counter three (third counter)!,A1,adjective,4,high,Core ordinal number adjective,curator,2026-03-28,68,standard,DACH,"numbers;general","adjective;ordinal;;",,,FALSE,FALSE,,,,,,none,"die dritte Tür; dritter Stock; der dritte März",nachfolgend,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
213,word,drucken,to reproduce words or images on paper by machine,to print,Bitte drucke das Formular für mich.,Please print the form for me.,A1,verb,4,high,Office and digital hardware action verb,curator,2026-03-28,520,standard,DACH,"office;technology","verb;;",,,FALSE,FALSE,haben,druckt,druckte,gedruckt,+ Akkusativ,"ein Formular drucken; doppelseitig drucken","ausdrucken; vervielfältigen",ausdrucken,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
214,word,drücken,to apply mechanical pressure against an object or button,"to press; to push",Drück hier dann geht der Computer an.,"Press here, then the computer turns on.",A1,verb,4,high,Everyday mechanical action verb,curator,2026-03-28,280,standard,DACH,"daily life;technology","verb;;",,,FALSE,FALSE,haben,drückt,drückte,gedrückt,"+ Akkusativ; intransitive","den Knopf drücken; auf die Taste drücken","pressen; betätigen",ziehen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
215,word,Drucker,output device that transfers documents onto paper,printer,Mein Drucker ist kaputt.,My printer is broken.,A1,noun,4,high,Core computer accessory noun,curator,2026-03-28,680,standard,DACH,"technology;office","noun;tech",masculine,Drucker,Druckers,FALSE,FALSE,,,,,,none,"der Drucker geht nicht; neuer Drucker",Printgerät,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
216,word,durch,moving from one side across to the other or by means of,"through; by; via",Am besten gehen Sie durch die Breite Straße.,It is best if you go through Breite Straße.,A1,preposition,5,very high,Core spatial and instrumental preposition,curator,2026-03-28,32,standard,DACH,"spatial;movement","preposition;;",,,FALSE,FALSE,,,,,+ Akkusativ,"durch die Stadt; durch den Park; durch das Fenster","hindurch; mittels",,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
217,word,Durchsage,oral broadcast communicated across an audio speaker,"public announcement; announcement",Ich habe die Durchsage nicht verstanden.,I did not understand the announcement.,A1,noun,4,high,Listening comprehension and public transit noun,curator,2026-03-28,780,standard,DACH,"travel;exam","noun;listening",feminine,Durchsagen,Durchsage,FALSE,FALSE,,,,,,none,"eine Durchsage machen; Durchsage am Bahnhof","Ansage; Lautsprecherdurchsage",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
218,word,dürfen,modal verb signifying having permission or authorization,"may; to be allowed to",Sie dürfen hier nicht rauchen. / Darf ich Sie zu einem Kaffee einladen? / Es darf nicht mehr als 15 Euro kosten.,You are not allowed to smoke here. / May I invite you for a coffee? / It must not cost more than 15 euros.,A1,verb,5,very high,Core modal verb of permission,curator,2026-03-28,48,standard,DACH,"grammar;modal","verb;modal;;",,,FALSE,FALSE,haben,darf,durfte,gedurft,+ Infinitiv,"das darf man nicht; darf ich fragen",die Erlaubnis haben,"müssen; verbieten",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
219,word,Durst,physiological sensation of needing a drink,thirst,Hast du etwas zu trinken? Ich habe großen Durst.,Do you have something to drink? I am very thirsty.,A1,noun,4,high,Basic biological need noun,curator,2026-03-28,590,standard,DACH,"food;health",noun,masculine,,Durstes,FALSE,FALSE,,,,,,none,"Durst haben; großen Durst haben; den Durst löschen",Trinkbedürfnis,Hunger,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
220,word,Dusche,apparatus or cubicle used for washing the body,shower,Unsere Wohnung hat nur eine Dusche.,Our apartment only has a shower.,A1,noun,4,high,Core bathroom plumbing fixture noun,curator,2026-03-28,620,standard,DACH,"housing;hygiene","noun;housing",feminine,Duschen,Dusche,FALSE,FALSE,,,,,,none,"unter der Dusche stehen; eine Wohnung mit Dusche","Brause; Duschkabine",Badewanne,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
221,word,duschen,to clean one's body beneath a spray of water,"to shower; to take a shower",Ich bade nicht so gern ich dusche lieber.,"I don't really like taking a bath, I prefer showering.",A1,verb,4,high,Core personal hygiene action verb,curator,2026-03-28,510,standard,DACH,"hygiene;daily life","verb;;",,,TRUE,FALSE,haben,duscht,duschte,geduscht,"intransitive; sich duschen","kalt duschen; sich morgens duschen",brausen,baden,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
222,word,E-Mail,electronic mail message sent over the internet,email,Ich habe Ihre E-Mail nicht bekommen.,I did not receive your email.,A1,noun,5,very high,Core digital communication noun,curator,2026-03-28,180,standard,DACH,"communication;technology","noun;digital",feminine,E-Mails,E-Mail,FALSE,FALSE,,,,,,none,"eine E-Mail schreiben; per E-Mail schicken","elektronische Post; Mail",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
223,word,Ecke,point or area where two streets or edges meet,corner,An der nächsten Ecke links.,At the next corner turn left.,A1,noun,4,high,Core urban orientation noun,curator,2026-03-28,420,standard,DACH,"spatial;directions","noun;orientation",feminine,Ecken,Ecke,FALSE,FALSE,,,,,,none,"an der Ecke; um die Ecke","Winkel; Strassenecke",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
224,word,Ehefrau,married female partner,wife,Das ist meine (Ehe-) Frau.,That is my wife.,A1,noun,4,high,Family status vocabulary,curator,2026-03-28,490,standard,DACH,"family;personal","noun;family",feminine,Ehefrauen,Ehefrau,FALSE,FALSE,,,,,,none,"meine Ehefrau; Ehefrau und Kinder","Frau; Gattin; Partnerin",Ehemann,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
225,word,Ehemann,married male partner,husband,Das ist mein (Ehe-) Mann.,That is my husband.,A1,noun,4,high,Family status vocabulary,curator,2026-03-28,510,standard,DACH,"family;personal","noun;family",masculine,Ehemänner,Ehemanns,FALSE,FALSE,,,,,,none,"mein Ehemann; mit ihrem Ehemann","Mann; Gatte; Partner",Ehefrau,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
226,word,Ei,oval reproductive body laid by birds eaten as food,egg,Möchtest du ein Ei zum Frühstück?,Would you like an egg for breakfast?,A1,noun,4,high,Core breakfast and grocery noun,curator,2026-03-28,640,standard,DACH,"food;shopping","noun;food",neuter,Eier,Eies,FALSE,FALSE,,,,,,none,"ein gekochtes Ei; Ei zum Frühstück",Hühnerei,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
227,word,eilig,requiring immediate speed or haste,"hurried; in a hurry",Hast du es eilig?,Are you in a hurry?,A1,adjective,4,high,Common state and time descriptor,curator,2026-03-28,680,standard,DACH,"time;daily life","adjective;;",,,FALSE,FALSE,,,,,,none,"es eilig haben; eilig sein","dringend; hastig","ruhig; gelassen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
228,word,ein-,referring to a single unnamed person or object,"one; a; an",Ich nehme ein Bier. Willst du auch eins? / Ist hier einer der das kann?,I will take a beer. Do you want one too? / Is there anyone here who can do that?,A1,pronoun,5,very high,Core indefinite pronoun and numeral,curator,2026-03-28,4,standard,DACH,general,"pronoun;numeral;;",,,FALSE,FALSE,,,,,,none,"einer von uns; keins von beiden","jemand; ein einzelner",kein-,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
229,word,einfach,"not complicated; single (ticket); humble (room)","simple; easy; single (ticket); basic","Die Prüfung ist ganz einfach. / Hin und zurück? Nein, bitte nur einfach. / Ich brauche nur ein einfaches Zimmer.","The exam is quite easy. / Round trip? No, just one-way please. / I only need a basic room.",A1,adjective,5,very high,Essential descriptive adjective,curator,2026-03-28,78,standard,DACH,"general;travel","adjective;;",,,FALSE,FALSE,,,,,,none,"ganz einfach; eine einfache Fahrt","leicht; unkompliziert; schlicht","schwer; kompliziert",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
230,word,Eingang,opening door or portal through which one enters,"entrance; entry",Der Eingang ist um die Ecke.,The entrance is around the corner.,A1,noun,4,high,Orientation and building navigation noun,curator,2026-03-28,520,standard,DACH,"spatial;travel","noun;orientation",masculine,Eingänge,Eingangs,FALSE,FALSE,,,,,,none,"am Eingang; Haupteingang","Zutritt; Tor",Ausgang,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
231,word,einkaufen,to buy provisions groceries or goods,"to shop; to purchase",Ich muss noch für morgen einkaufen.,I still have to shop for tomorrow.,A1,verb,5,very high,Fundamental daily routine verb,curator,2026-03-28,240,standard,DACH,"shopping;daily life","verb;;",,,FALSE,TRUE,haben,kauft ein,kaufte ein,eingekauft,"intransitive; + Akkusativ","im Supermarkt einkaufen; fürs Wochenende einkaufen","besorgen; shoppen; einkäufe machen",verkaufen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
232,word,einladen,to request courteously the presence or participation of someone,to invite,Darf ich Sie zu einem Kaffee einladen?,May I invite you for a coffee?,A1,verb,4,high,Social interaction and dining verb,curator,2026-03-28,280,standard,DACH,"social;politeness","verb;;",,,FALSE,TRUE,haben,lädt ein,lud ein,eingeladen,"+ Akkusativ; zu + Dativ","zum Essen einladen; Freunde einladen","bitten; auffordern",ausladen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
233,word,Einladung,request or card asking someone to attend,invitation,Danke für die Einladung!,Thank you for the invitation!,A1,noun,4,high,Social etiquette and correspondence noun,curator,2026-03-28,460,standard,DACH,"social;communication",noun,feminine,Einladungen,Einladung,FALSE,FALSE,,,,,,none,"eine Einladung annehmen; danke für die Einladung","Aufforderung; Gastfreundschaft",Ausladung,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
234,word,einmal,"on a single occasion; once","once; one time",Diese Prüfung mache ich nicht noch einmal.,I will not take this exam once again.,A1,adverb,5,very high,Frequency and repetition adverb,curator,2026-03-28,65,standard,DACH,"time;general","adverb;frequency;;",,,FALSE,FALSE,,,,,,none,"noch einmal; auf einmal; nicht einmal","einst; ein einziges Mal","mehrmals; oft",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
235,word,Einrichtung,furniture and technical equipment fitting out a room/flat,"furnishing; furnishings; interior",Die Einrichtung der Wohnung ist sehr modern.,The furnishings of the apartment are very modern.,A1,noun,4,high,Housing furniture and interior noun,curator,2026-03-28,360,standard,DACH,"housing;furniture","noun;housing",feminine,Einrichtungen,Einrichtung,FALSE,FALSE,,,,,,none,"schöne Einrichtung; Einrichtung und Möbel","Mobiliar; Ausstattung; Interieur",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
236,word,eins,cardinal number following zero and preceding two,one,Ich habe nur ein Buch.,I only have one book.,A1,numeral,5,very high,Fundamental cardinal number,curator,2026-03-28,30,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"eins bitte; Nummer eins","ein; eine; einzeln",null,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
237,word,einsteigen,to board or enter a bus train or vehicle,"to board; to get in",Schnell steig ein der Zug fährt gleich.,"Quick, get in, the train is leaving in a moment.",A1,verb,4,high,Core public transport action verb,curator,2026-03-28,480,standard,DACH,"travel;transport","verb;transport;;",,,FALSE,TRUE,sein,steigt ein,stieg ein,eingestiegen,"intransitive; in + Akkusativ","in den Zug einsteigen; bitte einsteigen",hineingehen,"aussteigen; umsteigen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
238,word,Eintritt,fee or permission required to enter a venue,"admission; entrance fee",Der Preis für den Eintritt ist 5 Euro.,The admission price is 5 euros.,A1,noun,4,high,Leisure culture and ticketing term,curator,2026-03-28,540,standard,DACH,"leisure;finances","noun;fees",masculine,Eintritte,Eintritts,FALSE,FALSE,,,,,,none,"freier Eintritt; Eintritt bezahlen","Einlass; Zutritt",Austritt,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
239,word,einundzwanzig,cardinal number following twenty,twenty-one,Claudia ist einundzwanzig.,Claudia is twenty-one.,A1,numeral,4,high,Cardinal compound number,curator,2026-03-28,190,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"einundzwanzig Jahre; bis einundzwanzig Uhr",Einundzwanzigstel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
240,word,Einzelzimmer,hotel bedroom intended for one guest,single room,Haben Sie noch ein Einzelzimmer?,Do you still have a single room?,A1,noun,4,high,Hotel booking and lodging vocabulary,curator,2026-03-28,910,standard,DACH,"travel;lodging","noun;lodging",neuter,Einzelzimmer,Einzelzimmers,FALSE,FALSE,,,,,,none,"ein Einzelzimmer reservieren; Einzelzimmer mit Dusche",Einbettzimmer,Doppelzimmer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
241,word,elf,cardinal number following ten and preceding twelve,eleven,Der Abflug ist um elf Uhr.,The flight departure is at eleven o'clock.,A1,numeral,4,high,Fundamental cardinal number,curator,2026-03-28,110,standard,DACH,"numbers;general","numeral;;",,,FALSE,FALSE,,,,,,none,"elf Uhr; elf Jahre alt",Elftel,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
242,word,Eltern,mother and father considered together,parents,Meine Eltern leben in Spanien.,My parents live in Spain.,A1,noun,5,very high,Core immediate family noun,curator,2026-03-28,190,standard,DACH,"family;personal","noun;family",feminine,Eltern,Eltern,FALSE,FALSE,,,,,,none,"bei den Eltern wohnen; meine Eltern",Mutter und Vater,Kinder,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
243,word,Empfänger,person who receives a sent letter or package,"recipient; addressee","Auf dem Brief steht dein Name, also bist du der Empfänger.","Your name is on the letter, so you are the recipient.",A1,noun,4,high,Postal correspondence term,curator,2026-03-28,680,standard,DACH,"mail;communication","noun;post",masculine,Empfänger,Empfängers,FALSE,FALSE,,,,,,none,"Name des Empfängers; an den Empfänger","Adressat; Empfangender",Absender,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
244,word,empfehlen,to suggest or endorse as suitable or good,to recommend,Welchen Wein können Sie mir empfehlen?,Which wine can you recommend to me?,A1,verb,4,high,Customer service and dining verb,curator,2026-03-28,320,standard,DACH,"dining;shopping","verb;;",,,FALSE,FALSE,haben,empfiehlt,empfahl,empfohlen,+ Dativ + Akkusativ,"ein Restaurant empfehlen; wärmstens empfehlen","anraten; vorschlagen",abraten,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
245,word,Ende,final point in time or space,"end; conclusion",Sie wohnt am Ende der Straße. / Er bekommt sein Geld am Ende des Monats.,She lives at the end of the street. / He receives his money at the end of the month.,A1,noun,5,very high,Core spatial and temporal noun,curator,2026-03-28,95,standard,DACH,"time;spatial",noun,neuter,Enden,Endes,FALSE,FALSE,,,,,,none,"am Ende; zu Ende sein; Ende des Monats","Schluss; Ausgang","Anfang; Beginn",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
246,word,enden,to come to a spatial or temporal stopping point,"to end; to terminate",Die Straße endet hier.,The street ends here.,A1,verb,4,high,Spatial and temporal termination verb,curator,2026-03-28,310,standard,DACH,"general;time","verb;;",,,FALSE,FALSE,haben,endet,endete,geendet,intransitive,"hier enden; pünktlich enden","aufhören; abschließen","anfangen; beginnen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
247,word,England,country that is part of the United Kingdom,England,Er fliegt nach England.,He is flying to England.,A1,noun,4,high,Country name noun,curator,2026-03-28,190,standard,DACH,"geography;countries","noun;geography",neuter,,Englands,FALSE,FALSE,,,,,,none,"nach England fahren; in England arbeiten",Großbritannien,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
248,word,Engländer,male native or citizen of England,Englishman (male),Mein Kollege ist Engländer.,My colleague is an Englishman.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,420,standard,DACH,"identity;countries","noun;people",masculine,Engländer,Engländers,FALSE,FALSE,,,,,,none,"der Engländer; britischer Bürger",Brite,Engländerin,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
249,word,Engländerin,female native or citizen of England,Englishwoman (female),Sie ist Engländerin.,She is an Englishwoman.,A1,noun,4,high,Nationality demographic noun,curator,2026-03-28,490,standard,DACH,"identity;countries","noun;people",feminine,Engländerinnen,Engländerin,FALSE,FALSE,,,,,,none,"die Engländerin; englische Freundin",Britin,Engländer,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
250,word,englisch,of or relating to England or the English language,English,Ich spreche gut Englisch.,I speak English well.,A1,adjective,5,very high,Core language and nationality adjective,curator,2026-03-28,85,standard,DACH,"language;identity","adjective;;",,,FALSE,FALSE,,,,,,none,"auf Englisch; Englisch lernen; englische Sprache",angelsächsisch,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
251,word,entschuldigen,to pardon forgive or apologize for an offense,"to excuse; to apologize",Entschuldigen Sie bitte!,"Excuse me, please!",A1,verb,5,very high,Core politeness and apology verb,curator,2026-03-28,190,standard,DACH,"communication;politeness","verb;;",,,TRUE,FALSE,haben,entschuldigt,entschuldigte,entschuldigt,"sich entschuldigen; + Akkusativ","sich bei jemandem entschuldigen; entschuldigen Sie","verzeihen; um Verzeihung bitten","um Verzeihung bitten; verzeihen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
252,word,Entschuldigung,expression of apology or seeking polite attention,"excuse me; apology",Entschuldigung! - Bitte.,Excuse me! - You're welcome.,A1,noun,5,very high,Everyday social formula and apology noun,curator,2026-03-28,210,standard,DACH,"communication;politeness",noun,feminine,Entschuldigungen,Entschuldigung,FALSE,FALSE,,,,,,none,"um Entschuldigung bitten; Entschuldigung sagen","Verzeihung; Abbitte",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
253,word,er,third-person singular masculine personal pronoun,he,Er heißt Ali.,His name is Ali.,A1,pronoun,5,very high,Fundamental personal subject pronoun,curator,2026-03-28,10,standard,DACH,"general;personal","pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"er selbst; wer ist er","der Mann; derselbe","sie; es",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
254,word,ergänzen,to fill in missing parts or complete blank spaces,"to fill in; to complete",Ergänzen Sie die Lücken im Text.,Complete the gaps in the text.,A1,verb,4,high,Core test rubric and learning verb,curator,2026-03-28,340,standard,DACH,"education;exam","verb;instructions;;",,,FALSE,FALSE,haben,ergänzt,ergänzte,ergänzt,+ Akkusativ,"die Sätze ergänzen; ein Formular ergänzen","vervollständigen; ausfüllen; hinzufügen","löschen; weglassen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
255,word,Ergebnis,consequence or score obtained from a test or inquiry,"result; outcome",Das Ergebnis des Tests bekommen Sie in zwei Wochen.,You will receive the result of the test in two weeks.,A1,noun,4,high,Exam and evaluation vocabulary,curator,2026-03-28,210,standard,DACH,"education;exam",noun,neuter,Ergebnisse,Ergebnisses,FALSE,FALSE,,,,,,none,"das Ergebnis mitteilen; gutes Ergebnis","Resultat; Ausgang; Befund",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
256,word,erklären,"to make plain or comprehensible; to explain",to explain,Kannst du mir das erklären?,Can you explain that to me?,A1,verb,4,high,Learning and communicative clarification verb,curator,2026-03-28,140,standard,DACH,"education;communication","verb;;",,,FALSE,FALSE,haben,erklärt,erklärte,erklärt,+ Dativ + Akkusativ,"eine Regel erklären; genau erklären","erläutern; verständlich machen","erläutern; verständlich machen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
